uuid,Void/Retire,Fully specified name:es,Short name:es,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Answers,Mappings|SAME-AS|PIH|Name,Mappings|SAME-AS|PIH|Number,Mappings|SAME-AS|CIEL,Mappings|SAME-AS|AMPATH,Mappings|NARROWER-THAN|AMPATH,Mappings|SAME-AS|ICD-10-WHO,Mappings|NARROWER-THAN|ICD-10-WHO,Mappings|BROADER-THAN|ICD-10-WHO,Mappings|NARROWER-THAN|ICD-10-WHO 2nd,Mappings|SAME-AS|ICD-11-WHO,Mappings|SAME-AS|Liberia MoH,Mappings|NARROWER-THAN|Liberia MoH,Mappings|SAME-AS|org.openmrs.module.emrapi,Mappings|SAME-AS|PIH Malawi,Mappings|SAME-AS|SNOMED CT,Mappings|NARROWER-THAN|SNOMED CT,_order:90
132387AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,onicomicosis,,Onychomycosis,,"A fungal infection of the nail plate, usually caused by a species of Epidermophyton, Microsporum, or Trichophyton, and producing opaque, white, thickened, friable, and brittle nails. (Dorland, 27th ed)",Diagnosis,N/A,,,10011,132387,2093,,B35.1,,,,,,,,,414941008,,
114730AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,orquitis y epididimitis,,Orchitis and Epididymitis,,"Inflammation of the epididymis. (Dorland, 27th ed)",Diagnosis,N/A,,Orchitis and Epididymitis,7505,114730,,,,N45.9,,,,,,,,197983000,,
138434AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Orzuelo,,Hordeolum,,Purulent infection of one of the sebaceous glands of Zeis along the eyelid margin (external) or of the meibomian gland on the conjunctival side of the eyelid (internal).,Diagnosis,N/A,,,8513,138434,132;896,,,,H00.0,,,,40 (other eye condition),,,397513003,,
114675AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,osteomielitis,,Osteomyelitis,,"Inflammation of bone, usually infectious.",Diagnosis,N/A,,Osteomyelitis,7611,114675,,,,M86.9,,,,,,,,60168000,,
131602AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,otalgia,,Otalgia,,Pain in the ear.,Diagnosis,N/A,,Otalgia,7605,131602,1472,,,H92.0,,,,,,,,16001004,,
3ccea66c-26fe-102b-80cb-0017a47871b2,,Otitis externa,,Otitis Externa,,Infection of the ear canal.,Diagnosis,N/A,,OTITIS EXTERNA,218,,,,,H60.9,,,,,,,,,,
3ccd010e-26fe-102b-80cb-0017a47871b2,,Otitis media,,Otitis Media,,Infection of the middle ear.,Diagnosis,N/A,,OTITIS MEDIA,114,,,,,H66.9,,,,53 (Acute otitis media),,,,65363002,,
bdde58eb-4f12-4343-828a-412599ffc2c5,,otitis media aguda,,Acute Otitis Media,,Inflammation of the middle ear.,Diagnosis,N/A,,ACUTE OTITIS MEDIA,3697,149609,,,,H66.9,,,,,,,,3110003,,
c08b15ef-255c-4f55-981d-d5db6f80b457,,Otras enfermedades de transmision sexual debidas a clamidias,,Sexually Transmitted Chlamydial,,,Diagnosis,N/A,,Sexually transmitted chlamydial,7247,,,,,A56,,,,13 (STI),,,,,,
129569AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Ovario poliquístico,,Polycystic ovaries,,"Clinical symptom complex characterized by oligomenorrhea or amenorrhea, anovulation, and regularly associated with bilateral polycystic ovaries.",Diagnosis,N/A,,,8004,129569,,,E28.2,,,,,,,,,69878008,,
145063AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Paladar hendido,,Cleft Palate,,"Congenital fissure of the soft and/or hard palate, due to faulty fusion.",Diagnosis,N/A,,,8321,145063,,,,Q35.9,,,,,,,,87979003,,
3cccb4d8-26fe-102b-80cb-0017a47871b2,,Parásitos intestinales,,Intestinal Parasites,,infection of the intestinal tract with an unspecified helminth (worm),Diagnosis,N/A,,Intestinal parasites,67,,,,,B82.9,,,,,,,,,,
3cf279a2-26fe-102b-80cb-0017a47871b2,,Parestesia,,Paresthesia,,"A skin sensation, such as burning, prickling, itching, or tingling, with no apparent physical cause.",Symptom,Coded,Yes;No;Unknown,PARESTHESIA,6004,6004,6004,,,R20.2,,,,,,,,91019004,22253000,
146192AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,paro cardíaco,,Cardiac Arrest,,"Sudden and usually momentary cessation of the heart beat. This sudden cessation may, but not usually, lead to DEATH, SUDDEN, CARDIAC.",Diagnosis,N/A,,Cardiac Arrest,7602,146192,,,,I46.9,,,,,,,,410429000,,
3cccb082-26fe-102b-80cb-0017a47871b2,,Parotiditis,,Mumps,,"Infection with mumps virus, usually involving the parotid glands.",Diagnosis,N/A,,MUMPS,64,,,,,B26.9,,,,,,,,,,
3cd482ee-26fe-102b-80cb-0017a47871b2,,Perdida anormal de peso,,Abnormal weight loss,,"Clinical finding of weight loss, less severe than the wasting syndrome.",Diagnosis,N/A,,WEIGHT LOSS,832,832,,,,R63.4,,,,,,,,89362005,,
130578AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,perforación de la membrana timpánica,,Perforation Of Tympanic Membrane,,"An opening in the tympanic membrane usually caused by trauma. There are four general categories: compression injuries (the most common and usually the result of a blow to the ear); instrumentation injuries (the second most common, usually inadvertent, caused often by cotton swabs or bobby-pins); burn-slag injuries (frequently seen in industry, from hot metal from machines or welding); and blast injuries (usually seen during war or as a result of terrorist bombing). In the absence of infection, most traumatic tympanic membrane perforations heal spontaneously. Persistent perforation is usually a manifestation of tubotympanitis, an inflammation of the eustachian tube and tympanic cavity (middle ear). (From Paparella, Shumrick, Gluckman, and Meyerhoff: Otolaryngology, vol. II, 3d ed, pp1363-65)",Diagnosis,N/A,,Perforation of Tympanic Membrane,7600,130578,,,,H72.9,,,,,,,,60442001,,
121875AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,pericarditis aguda,,Acute Pericarditis,,"Inflammation of the pericardium. (Dorland, 27th ed)",Diagnosis,N/A,,Acute Pericarditis,7603,121875,,,,I30.9,,,,,32 (Heart disease),,,15555002,,
121873AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Periodontitis aguda,,Acute Periodontitis,,,Diagnosis,N/A,,,8914,121873,,,K05.2,,,,,,,,,21638000,,
114199AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Peritonitis,,Peritonitis,,Inflammation of the lining of the abdomen and pelvis.,Diagnosis,N/A,,,8416,114199,1487,,,K65.9,,,,,,,,48661000,70190001;45626005;129129003,
155753AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Picadura de insecto,,Contusion of soft tissue,,,Diagnosis,N/A,,,11573,155753,,,T14.0,,,,,,,,,428800008,,
143780AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Pie cavo,,Congenital Pes Cavus,,Alterations or deviations from normal shape or size which result in a disfigurement of the foot.,Diagnosis,N/A,,,9600,143780,,,Q66.7,,,,,,,,,205091006,,
142452AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,pie diabético,,Diabetic Foot,,"Ulcers of the foot as a complication of diabetes. Diabetic foot, often with infection, is a common serious complication of diabetes and may require hospitalization and disfiguring surgery. The foot ulcers are probably secondary to neuropathies and vascular problems.",Diagnosis,N/A,,,11441,142452,,,,E14.6,,,,,,,,280137006,,
c00b2ff0-e3f2-4148-8443-4b36bdfd6062,,Pielonefritis,,Pyelonephritis,,Pyelonephritis is an inflammation of the kidney and upper urinary tract that usually results from noncontagious bacterial infection of the bladder,Diagnosis,N/A,,PYELONEPHRITIS,6267,,,,N12,,,,,14 (UTI),,,,45816000,,
113469AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,piodermitis,,Pyoderma,,,Diagnosis,N/A,,Pyoderma,7588,113469,,,,L08.0,,,,,,,,70759006,,
55e3aea0-b93a-4489-a5e4-19cc4ceacf67,,Piotorax,,Pyothorax,,,Diagnosis,N/A,,Pyothorax,7628,,,,,J86,,,,,,,,,,
139059AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,pirosis,,Heartburn,,,Diagnosis,N/A,,,8873,,,,R12,,,,,,,,,16331000,,
130155AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,pitiriasis alba,,Pityriasis Alba,,,Diagnosis,N/A,,,10124,130155,,,L30.5,,,,,,,,,402296004,,
130149AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Pitiriasis versicolor,,Pityriasis versicolor,,Skin condition caused by overgrowth of yeast on skin's surface,Diagnosis,N/A,,,9064,130149,,,B36.0,,,,,10 (Tinea Versicolor),,,,56454009,,
130088AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,placa de psoriasis,,Plaque psoriasis,,,Diagnosis,N/A,,,10031,130088,,,,L40.8,,,,,,,,200965009,,
114127AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,placenta previa,,Placenta praevia,,"A placenta which develops in the lower uterine segment, in the zone of dilatation, so that it covers or adjoins the internal os. Painless hemorrhage in the last trimester, particularly during the eighth month, is the most common symptom. (Dorland, 27th ed)",Diagnosis,N/A,,,8021,114127,,,,O44.1,,,,,,,,36813001,,
5ecb82d7-698b-41fe-8ed8-b00ae7a8cb01,,Planificación familiar,,Family planning,,"Family planning is the planning of when to have children, and the use of birth control and other techniques to implement such plans.",Misc,N/A,,FAMILY PLANNING,8853,,,,,Z30.0,,,,,,,,13197004,,
3ce603a2-26fe-102b-80cb-0017a47871b2,,Pneumotorax,,Pneumothorax,,"In medicine (pulmonology), a pneumothorax, or collapsed lung, is a potential medical emergency caused by accumulation of air or gas in the pleural cavity, occurring as a result of disease or injury",Diagnosis,N/A,,PNEUMOTHORAX,2618,,,,,J93.9,,,,,,,,,,
124175AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Pneumotorax traumático,,Traumatic Pneumothorax,,,Diagnosis,N/A,,,8473,124175,,,,S27.0,,,,,,,,90070003,,
116967AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Poliartropatía inflamatoria,,Inflammatory polyarthropathy,,Inflammation of the joint space(s).,Diagnosis,N/A,,,9618,116967,,,M06.4,,,,,,,,,417373000,,
129566AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,polidactilia,,Polydactyly,,"A developmental anomaly characterized by the presence of more than five fingers on the hand or more than five toes on the foot in primates. In non-primate vertebrates, it refers to the presence of more than the normal number of toes on the forelimb or hindlimb. (Dorland, 27th ed; Stedman, 25th ed)",Diagnosis,N/A,,Polydactyly,7185,129566,,,,Q69.9,,,,,,,,367506006,,
129559AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,polihidramnios,,Polyhydramnios,,"Excess of amniotic fluid greater than 2,000 ml. It is a common obstetrical complication whose major causes include maternal diabetes, chromosomal disorders, isoimmunological disease, congenital abnormalities, and multiple gestations.",Diagnosis,N/A,,,8020,129559,,,O40,,,,,,,,,86203003,,
3ceb32b4-26fe-102b-80cb-0017a47871b2,,Poliomielitis aguda,,Poliomyelitis,,"A highly infectious viral disease that chiefly affects children and, in its acute forms, causes inflammation of motor neurons of the spinal cord and brainstem, leading to paralysis, muscular atrophy, and often deformity. Through vaccination, the disease is preventable. Also called infantile paralysis.",Diagnosis,N/A,,POLIOMYELITIS,5258,,,,,A80.9,,,,,,,,398102009,,
148900AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Pólipo anal,,Anal Polyp,,,Diagnosis,N/A,,,8505,148900,,,K62.0,,,,,,,,,88580009,,
115400AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Pólipo nasal,,Nasal Polyp,,"Focal accumulations of edema fluid in the nasal mucosa accompanied by hyperplasia of the associated submucosal connective tissue. Polyps may be neoplasms, foci of inflammation, degenerative lesions, or malformations.",Diagnosis,N/A,,,8378,115400,,,J33.9,,,,,,,,,52756005,,
3ccc97a0-26fe-102b-80cb-0017a47871b2,,Preeclampsia,,"Pregnancy, Pre Eclampsia",,Pregnancy with an associated diastolic blood pressure of 90 mmHg.,Diagnosis,N/A,,"PREGNANCY, HYPERTENSION ASSOCIATED",47,129251,,,,O14.9,,,,,56 (Pre-eclampsia),PregnancyComplications,,398254007,,
129197AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Presbicia,,Presbyopia,,The normal decreasing elasticity of the crystalline lens that leads to loss of accommodation.,Diagnosis,N/A,,,13606,129197,,,H52.4,,,,,,,,,41256004,,
ac9451e3-46f2-4ffc-9b8c-69d620980253,,Problema dental,,Dental problem,,Problem with mouth or teeth,Diagnosis,N/A,,Teeth problem,7631,,,,,K08,,,,,,,,,,
355bec6c-76ea-42de-a7ea-d4f5388d3cca,,Problemas de alimentación del recien nacido,,Feeding problems of newborn,,,Symptom,N/A,,Feeding problems of newborn,7245,,,,,P92.9,,,,,,,,,,
113617AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,prolapso de cordón - nacido,,"Prolapse of Cord, Complicating Labor and Delivery, Delivered",,,Diagnosis,Coded,,,8024,113617,,,,O69.0,,,,,,,,199869007,,
113612AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Prolapso genital femenino,,Female genital prolapse,,,Diagnosis,N/A,,,8370,113612,,,,,N81.9,,,,,,,73998008,,
127850AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Prolapso rectal,,Rectal Prolapse,,Protrusion of the rectal mucous membrane through the anus. There are various degrees: incomplete with no displacement of the anal sphincter muscle; complete with displacement of the anal sphincter muscle; complete with no displacement of the anal sphincter muscle but with herniation of the bowel; and internal complete with rectosigmoid or upper rectum intussusception into the lower rectum.,Diagnosis,N/A,,,8371,127850,,,K62.3,,,,,,,,,57773001,,
113588AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,prostatitis,,Prostatitis,,"Inflammation of the prostate. (Dorland, 27th ed)",Diagnosis,N/A,,Prostatitis,7612,113588,,,,N41.9,,,,,,,,9713002,,
128319AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,prurigo simple,,Prurigo Simplex,,"A name applied to several itchy skin eruptions of unknown cause. The characteristic course is the formation of a dome-shaped papule with a small transient vesicle on top, followed by crusting over or lichenification. (From Dorland, 27th ed)",Diagnosis,N/A,,,11212,128319,,,L28.2,,,,,,,,,55608001,,
3cd4cda8-26fe-102b-80cb-0017a47871b2,,Prurito,,Pruritus,,The sensation in the skin that encourages itching or scratching.,Finding,N/A,,PRURITIS,879,879,,,,L29.9,,,,,,,,,,
3ccea7fc-26fe-102b-80cb-0017a47871b2,,Psicosis,,Psychosis,,"A severe mental disorder, with or without organic damage, characterized by derangement of personality and loss of contact with reality and causing deterioration of normal social functioning.",Diagnosis,N/A,,PSYCHOSIS,219,113517,,,,F29,,,,,,,,69322001,,
333c9b85-2b30-427f-a39f-d67a7979f517,,Pterigión,,Pterygium,,Fleshy tissue that grows in a triangular shape over the cornea.,Diagnosis,N/A,,PTERYGIUM,3767,,,,,,,,,,,,,,,
129317AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,puerperio,,Postpartum state,,,Diagnosis,N/A,,,8862,129317,,,,Z39.2,,,,,,,,,86569001,
117295AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Púrpura tromcitopénica idiopática,,Idiopathic Thrombocytopenic Purpura,,"Thrombocytopenia occurring in the absence of toxic exposure or a disease associated with decreased platelets. It is mediated by immune mechanisms, in most cases IgG autoantibodies which attach to platelets and subsequently undergo destruction by macrophages. The disease is seen in acute (affecting children) and chronic (adult) forms.",Diagnosis,N/A,,,9057,117295,,,D69.3,,,,,,,,,32273002,,
3ccd21e8-26fe-102b-80cb-0017a47871b2,,Quemadura,,Burn,,"Bodily injury resulting from exposure to heat, caustics, electricity, or some radiations, marked by varying degrees of skin destruction and hyperemia. Classified according to the extent and degree of the injury.",Diagnosis,N/A,,BURN,135,116543,,,,T30.0,,,,,,,,125666000,,
125515AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,quemadura solar de segundo grado,,Sunburn of Second Degree,,"An injury to the skin causing erythema, tenderness, and sometimes blistering and resulting from excessive exposure to the sun. The reaction is produced by the ultraviolet radiation in sunlight.",Diagnosis,N/A,,,10074,125515,,,L55.1,,,,,,,,,200834004,,
125514AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,quemadura solar de tercer grado,,Sunburn of Third Degree,,"An injury to the skin causing erythema, tenderness, and sometimes blistering and resulting from excessive exposure to the sun. The reaction is produced by the ultraviolet radiation in sunlight.",Diagnosis,N/A,,,10050,125514,,,L55.2,,,,,,,,,200835003,,
149949AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,queratosis actínica,,Actinic Keratosis,,,Diagnosis,N/A,,,10104,149949,,,L57.0,,,,,,,,,201101007,,
113034AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,queratosis seborreica,,Seborrheic keratosis,,"Benign eccrine poromas that present as multiple oval, brown-to-black plaques, located mostly on the chest and back. The age of onset is usually in the fourth or fifth decade.",Diagnosis,N/A,,,10085,113034,,,L82,,,,,,,,,398838000,,
b9ea05e1-8c6d-4f33-a9ba-04f982c3e718,,Quiste ovárico,,Ovarian cyst,,"small fluid-filled sacs that develop in a woman's ovaries. Most cysts are harmless, but some may cause problems such as rupturing, bleeding, or pain; and surgery may be required to remove the cyst(s)",Diagnosis,N/A,,OVARIAN CYST,3742,119702,,,N83.2,,,,,,,,,79883001,,
126292AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Quiste solitario de la mama,,Solitary Cyst of Breast,,,Diagnosis,N/A,,,8493,126292,,,N60.0,,,,,,,,,266578003,,
14d11d8a-e179-4590-a35d-2eeef0eca5aa,,Rabia,,Rabies,,"A contagious and fatal viral disease of dogs and other mammals, transmissible through the saliva to humans and causing madness and convulsions",Diagnosis,N/A,,Rabies,7125,,,,,A82.9,,,,,,,,14168008,,
121764AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Reacción adversa a medicamentos,,Adverse drug effect,,,Diagnosis,Coded,,,7926,121764,1664,,,T88.7,,,,,,,,62014003,,
5cb2d331-7b07-4113-8a96-21c1f5d46937,,Recién nacido macrosómico,,Heavy for gestational age,,Heavy for gestational age infants.  Usually implies a birth weight >90th percentile for gestational age or 4000 g or more at termOther fetus or infant heavy- or large-for-dates regardless of period of gestation.,Diagnosis,N/A,,Heavy for gestational age,7913,,,,P08.1,,,,,,,,,199616008,,
113888AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Recién nacido postérmino,,"Post-term infant, not heavy-for-dates",,,Diagnosis,N/A,,,9454,113888,,,P08.2,,,,,,,,,79995002,,
cb59449c-9544-4b12-8357-e31b2bd115e9,,Recién nacido pretermino,,"Gestation period, 28 weeks",,,Diagnosis,N/A,,,9468,156484,,,,P07.3,,,,,,,,90797000,,
1395AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Recién nacido vivo,,Term birth of newborn,Term Birth,Birth of child at or near term (39.5-40.5 weeks),Finding,Boolean,,,12058,1395,,,,Z37.0,,,,,,,,21243004,,
e99123ff-7906-4bf6-906e-cd0b1d555e27,,Reflujo gastroesofágico,,Gastroesophageal reflux,,"Condition in which liquid from stomach regurgitates into esophagus, damaging or inflaming the lining.",Diagnosis,N/A,,GASTROESOPHAGEAL REFLUX,3723,1293,,,,K21.9,,,,,,,,235595009,,
5c411844-7ece-468a-a877-0888c7161e68,,Resfriado común,,Acute nasopharyngitis,,,Diagnosis,N/A,,Common cold,7698,,,,,J00,,,,,6 (ARI),,,,,
127579AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,retención de orina,,Retention of urine,,The persistence to perform a learned behavior (facts or experiences) after an interval has elapsed in which there has been no performance or practice of the behavior.,Symptom,N/A,,Retention of Urine,7229,127579,,,,R33,,,,,,,,267064002,,
127527AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,retinoblastoma,,Retinoblastoma,,"A malignant tumor arising from the nuclear layer of the retina that is the most common primary tumor of the eye in children. The tumor tends to occur in early childhood or infancy and may be present at birth. The majority are sporadic, but the condition may be transmitted as an autosomal dominant trait. Histologic features include dense cellularity, small round polygonal cells, and areas of calcification and necrosis. An abnormal pupil reflex (leukokoria); NYSTAGMUS; STRABISMUS; and visual loss represent common clinical characteristics of this condition. (From DeVita et al., Cancer: Principles and Practice of Oncology, 5th ed, p2104)",Diagnosis,N/A,,,9716,127527,,,,C69.2,,,,,,,,370967009,,
3cd4cf38-26fe-102b-80cb-0017a47871b2,,Rinitis alérgica,,Allergic rhinitis,,Irritation of the nose.,Diagnosis,N/A,,RHINITIS,880,121692,,,,J30.4,,,,7 (Rhinitis),,,,61582004,,
127331AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,rosácea,,Rosacea,,"An acneiform eruption occurring mostly in middle-aged adults and appearing generally on the forehead, cheeks, nose, and chin. Three types are recognized: granulomatous, glandular hyperplastic with rhinophyma, and ocular.",Diagnosis,N/A,,,10026,127331,,,L71.9,,,,,,,,,398909004,,
113205AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,rubéola,,Rubella,,"An acute, usually benign, infectious disease caused by the RUBELLA VIRUS and most often affecting children and nonimmune young adults, in which the virus enters the respiratory tract via droplet nuclei and spreads to the lymphatic system. (From Dorland, 27th edition)",Diagnosis,N/A,,Rubella,7517,113205,,,,B06.9,,,,,,,,36653000,111867004,
113208AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Ruptura de manguito rotador,,Rotator Cuff Rupture,,,Diagnosis,N/A,,,10616,113208,,,,M75.1,,,,,,,,4106009,,
113180AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Ruptura del tendón de Aquilles,,Rupture of Achilles tendon,,,Diagnosis,N/A,,,9585,113180,,,,S86.0,,,,,,,,429513001,,
129211AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ruptura prematura de membranas,,Premature rupture of membranes,,,Diagnosis,N/A,,Premature Rupture of Membranes,7227,129211,,,,O42.9,,,,,,PregnancyComplications,,44223004,199657001;199663005,
3cd182e2-26fe-102b-80cb-0017a47871b2,,Salpullido y otras erupciones cutaneas s,,Rash,,A skin eruption.,Symptom/Finding,N/A,,RASH,512,512,,,,R21,,,,,,,,271807003,,
136758AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,sangrado intermenstrual irregular,,Irregular intermenstrual bleeding,,"Uterine bleeding, usually irregular or acyclic, between periods.",Diagnosis,N/A,,Intermenstrual Bleeding - Irregular,7253,136758,,,,N92.1,,,,,,,,64996003;314631008,,
150802AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Sangrado vaginal anormal,,Abnormal vaginal bleeding,,,Diagnosis,Coded,,,8013,150802,,,,N93.9,,,,,,,,301822002,,
3cccaf06-26fe-102b-80cb-0017a47871b2,,Sarampión,,Measles,,"Infection with measles virus, with characteristic rash and Koplek spots in mouth.",Diagnosis,N/A,,MEASLES,63,134561,,,B05.9,,,,,19 (Measles),,,,14189004,,
dec163d9-8c7c-44e3-822c-199feef0033b,,Sepsis,,"Sepsis, clinical",,The presence of pathogenic microorganisms or their toxins in tissues or in the blood. Systemic disease caused by the spread of the microorganisms via the circulating blood is commonly called SEPTICEMIA.,Diagnosis,N/A,,SEPSIS,3770,126721,,,,A41.9,,,,,,,,91302008,,
3cceb300-26fe-102b-80cb-0017a47871b2,,Sepsis neonatal,,Neonatal sepsis,,"Infections of newborns that occur shortly after birth, presumably due to issues related to delivery.",Diagnosis,N/A,,NEONATAL SEPSIS,226,226,,,,P36.9,,,,,,,,41229001,,
3cceae50-26fe-102b-80cb-0017a47871b2,,Sífilis,,Syphilis,,"A chronic infectious disease caused by a spirochete (Treponema pallidum), either transmitted by direct contact, usually in sexual intercourse, or passed from mother to child in utero, and progressing through three stages characterized respectively by local formation of chancres, ulcerous skin eruptions, and systemic infection leading to general paresis.",Diagnosis,N/A,,SYPHILIS,223,112493,,,,A53.9,,,,,13 (STI),,,76272004,,
143672AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,sífilis congénita,,Congenital syphilis (infant under 1 year old),,Syphilis acquired in utero and manifested by any of several characteristic tooth (Hutchinson's teeth) or bone malformations and by active mucocutaneous syphilis at birth or shortly thereafter. Ocular and neurologic changes may also occur.,Diagnosis,N/A,,Congenital Syphilis,7589,143672,,,,,A50.9,,,13 (STI),,,,35742006,,
125163AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Sindactilia,,Syndactyly,,"The most common congenital anomaly of the hand or foot, marked by persistence of the webbing between adjacent fingers or toes, so they are more or less completely attached. It is called complicated syndactyly if the bones or nails of the involved digits are fused. (Dorland, 27th ed)",Diagnosis,N/A,,,8302,125163,,,Q70.9,,,,,,,,,373413006,,
139233AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Síndrome de Guillán-Barré,,Guillain-Barré syndrome,,"An acute inflammatory autoimmune neuritis caused by T cell- mediated cellular immune response directed towards peripheral myelin. Demyelination occurs in peripheral nerves and nerve roots. The process is often preceded by a viral or bacterial infection, surgery, immunization, lymphoma, or exposure to toxins. Common clinical manifestations include progressive weakness, loss of sensation, and loss of deep tendon reflexes. Weakness of respiratory muscles and autonomic dysfunction may occur. (From Adams et al., Principles of Neurology, 6th ed, pp1312-1314)",Diagnosis,N/A,,,10593,139233,,,G61.0,,,,,,,,,40956001,129131007,
144481AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,síndrome de trisomía 21 completa,,Complete trisomy 21 syndrome,,"A chromosome disorder associated either with an extra chromosome 21 or an effective trisomy for chromosome 21. Clinical manifestations include hypotonia, short stature, brachycephaly, upslanting palpebral fissures, epicanthus, Brushfield spots on the iris, protruding tongue, small ears, short, broad hands, fifth finger clinodactyly, Simian crease, and moderate to severe MENTAL RETARDATION. Cardiac and gastrointestinal malformations, a marked increase in the incidence of LEUKEMIA, and the early onset of ALZHEIMER DISEASE are also associated with this condition. Pathologic features include the development of NEUROFIBRILLARY TANGLES in neurons and the deposition of AMYLOID BETA-PROTEIN, similar to the pathology of ALZHEIMER DISEASE. (Menkes, Textbook of Child Neurology, 5th ed, p213)",Diagnosis,N/A,,,9458,144481,,,Q90.9,,,,,,,,,41040004,,
123174AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Sindrome del maltrato,,Victim of Child Abuse,,"Abuse of children in a family, institutional, or other setting. (APA, Thesaurus of Psychological Index Terms, 1994)",Diagnosis,N/A,,,7928,123174,,,,T74.9,,,,,,,,,397940009,
154355AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,síndrome HELLP,,HELLP (hemolytic anemia/elev liver enzymes/low platelets in pregnancy),,,Diagnosis,N/A,,,8023,154355,,,O14.2,,,,,,56 (Pre-eclampsia),,,95605009,90821003,
159015AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Síntomas del sistema urinario,,Symptoms involving urinary system,,,Diagnosis,N/A,,Symptoms involving urinary system,7224,159015,,,,R39.8,,,,,,,,249274008,42063007,
121832AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,sinusitis aguda,,Acute Sinusitis,,"An inflammatory process of the mucous membranes of the paranasal sinuses that occurs in three stages: acute, subacute, and chronic. Sinusitis results from any condition causing ostial obstruction or from pathophysiologic changes in the mucociliary transport mechanism.",Diagnosis,N/A,,Acute Sinusitis,7599,121832,,,,J01.9,,,,,,,,15805002,,
120563AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Sinusitis crónica,,Sinusitis (Chronic),,"An inflammatory process of the mucous membranes of the paranasal sinuses that occurs in three stages: acute, subacute, and chronic. Sinusitis results from any condition causing ostial obstruction or from pathophysiologic changes in the mucociliary transport mechanism.",Diagnosis,N/A,,,12075,120563,,,J32.9,,,,,,,,,40055000,,
